ID,date,pressure,flow_rate,suction_pressure,discharge_pressure,rpm,vibration_rms,vibration_peak,structural_vibration,motor_current,power_draw_kw,bearing_temperature,motor_temperature,pump_casing_temperature,oil_temperature,fluid_temperature,ambient_temperature,oil_pressure,oil_level,seal_pressure,leakage_rate,runtime_hours_since_last_maintenance,days_since_last_maintenance,start_stop_count,pressure_fluctuations,flow_interruptions,acoustic_signal_level,time_until_next_maintenance
P1,2025-05-04,119.44,307.55,53.17,186.02,1851,1.597,2.906,1.014,16.38,7.31,61.14,72.78,62.66,58.79,55.68,30.57,4.83,89.26,3.97,0.0099,404.13,21,15,0.552,1,31.49,39
P1,2025-05-05,120.5,305.75,53.97,185.81,1849,1.588,2.954,1.028,16.26,7.55,59.5,72.48,63.29,58.6,55.0,31.49,4.83,89.81,4.08,0.0129,420.53,22,15,0.691,0,31.74,38
P1,2025-05-06,120.56,309.62,53.89,185.62,1850,1.59,2.845,0.978,16.28,7.36,60.97,73.94,63.84,58.52,55.5,30.83,4.81,89.3,4.08,0.0099,440.59,23,15,0.633,0,31.3,37
P1,2025-05-07,119.45,308.58,53.6,185.88,1860,1.695,3.068,0.941,16.34,7.4,60.32,74.02,62.98,58.63,55.71,30.28,4.78,89.28,4.07,0.0127,458.77,24,15,0.602,0,31.13,36
P1,2025-05-08,120.85,309.85,53.61,186.51,1847,1.72,3.092,1.017,16.17,7.4,59.88,73.26,62.39,59.03,54.15,30.52,4.81,88.81,4.03,0.012,477.45,25,15,0.702,0,32.13,35
P1,2025-05-09,120.63,311.39,53.95,186.67,1851,1.83,3.176,1.039,16.29,7.55,61.25,73.2,63.77,58.91,55.45,29.59,4.72,88.68,4.14,0.0119,493.15,26,15,0.631,0,32.0,34
P1,2025-05-10,120.2,312.02,53.59,185.43,1845,1.744,3.018,1.056,16.32,7.46,61.1,73.35,62.98,59.61,55.33,31.6,4.8,88.64,4.09,0.0116,512.78,27,15,0.7,0,32.95,33
P1,2025-05-11,121.01,309.57,54.57,186.92,1857,1.779,3.108,1.177,16.41,7.48,60.62,73.38,63.4,59.5,55.76,31.82,4.82,88.52,4.08,0.0135,531.81,28,15,0.715,0,32.11,32
P1,2025-05-12,119.2,307.87,53.58,185.02,1855,1.825,3.145,1.083,16.59,7.51,62.11,74.28,63.03,58.91,55.39,31.9,4.78,88.45,4.13,0.0139,553.53,29,16,0.69,0,32.24,31
P1,2025-05-13,122.06,307.23,53.69,188.72,1855,2.079,3.416,1.093,16.76,7.64,62.49,74.05,63.77,59.04,55.69,30.67,4.81,87.71,4.24,0.0156,570.68,30,16,0.773,0,31.92,30
P1,2025-05-14,120.57,306.04,52.92,186.33,1855,1.747,3.263,1.145,16.56,7.59,61.23,74.73,64.17,59.93,55.3,31.19,4.66,87.62,4.13,0.0129,589.7,31,16,0.725,0,32.48,29
P1,2025-05-15,119.76,309.69,54.42,186.42,1847,1.922,3.388,1.208,16.64,7.72,61.45,74.96,63.15,60.25,55.72,30.46,4.73,86.92,4.13,0.0128,608.28,32,16,0.752,0,32.39,28
P1,2025-05-16,121.13,308.42,54.77,186.86,1845,1.988,3.42,1.261,16.49,7.76,61.25,74.8,62.71,59.87,55.2,31.05,4.72,87.06,4.11,0.0147,622.95,33,16,0.839,0,32.51,27
P1,2025-05-17,121.5,309.97,53.79,188.13,1856,2.0,3.536,1.257,16.84,7.58,62.87,74.05,63.9,59.51,55.79,31.39,4.7,87.23,4.09,0.0142,639.99,34,16,0.87,0,32.32,26
P1,2025-05-18,120.37,308.8,53.9,188.59,1850,2.07,3.554,1.269,16.65,7.74,63.0,73.44,64.14,60.18,56.0,31.48,4.6,85.92,4.14,0.0156,659.44,35,16,0.901,0,33.74,25
P1,2025-05-19,121.11,312.81,53.52,186.86,1836,2.045,3.325,1.248,16.76,7.59,61.34,75.0,64.2,60.23,56.54,32.79,4.71,86.8,4.05,0.0146,681.32,36,16,0.819,0,33.53,24
P1,2025-05-20,122.83,304.95,53.29,187.84,1843,2.117,3.569,1.259,16.48,7.7,62.21,74.8,64.92,60.41,55.42,32.45,4.69,85.75,4.11,0.015,704.02,37,17,0.841,0,33.21,23
P1,2025-05-21,120.57,306.44,53.35,186.07,1857,2.195,3.731,1.33,16.83,7.83,62.12,75.34,64.68,60.23,56.21,31.65,4.66,86.38,4.12,0.0144,721.85,38,17,0.962,0,33.19,22
P1,2025-05-22,121.58,307.51,53.63,186.16,1845,2.117,3.734,1.284,16.78,7.74,63.11,75.56,64.79,59.65,56.45,31.08,4.64,85.6,4.17,0.0152,739.61,39,17,0.88,0,33.57,21
P1,2025-05-23,122.53,306.76,54.38,189.37,1837,2.183,3.713,1.401,16.76,7.83,62.23,75.0,65.33,59.73,56.73,31.41,4.66,85.68,4.23,0.0147,754.47,40,17,0.934,0,34.11,20
P1,2025-05-24,119.49,309.34,53.73,187.38,1848,2.231,3.702,1.381,16.96,7.95,62.91,76.0,65.08,60.38,56.53,32.32,4.57,85.57,4.25,0.0167,774.84,41,17,0.984,1,34.44,19
P1,2025-05-25,122.59,307.05,54.18,187.87,1849,2.367,3.86,1.351,16.78,8.05,62.87,76.07,64.77,59.9,56.97,31.07,4.56,84.83,4.18,0.0184,791.49,42,17,0.96,0,34.55,18
P1,2025-05-26,123.63,305.61,52.97,190.2,1854,2.302,4.08,1.407,16.98,7.95,63.61,75.15,64.96,59.5,56.84,31.95,4.53,83.95,4.28,0.015,807.76,43,17,0.935,0,34.8,17
P1,2025-05-27,123.92,305.59,52.9,189.73,1849,2.275,4.009,1.458,16.94,7.94,64.1,76.27,64.72,62.33,55.91,32.71,4.43,83.81,4.2,0.0169,826.1,44,17,0.941,0,33.99,16
P1,2025-05-28,123.16,307.85,52.36,187.51,1846,2.349,4.01,1.485,16.93,8.05,63.66,76.6,65.7,60.4,56.45,33.36,4.5,84.16,4.21,0.0184,842.25,45,17,1.035,0,34.76,15
P1,2025-05-29,121.91,305.12,53.77,188.0,1849,2.341,3.978,1.532,16.98,7.96,64.53,74.58,65.82,60.7,55.96,31.52,4.53,83.81,4.1,0.0167,866.03,46,17,0.955,0,34.95,14
P1,2025-05-30,121.87,306.04,54.01,188.97,1842,2.352,4.034,1.53,17.24,8.09,63.53,76.31,65.08,61.72,56.57,32.35,4.48,83.32,4.19,0.0153,883.5,47,18,1.02,0,34.42,13
P1,2025-05-31,122.71,308.92,53.26,189.8,1850,2.35,4.147,1.431,16.98,8.05,64.72,75.03,65.51,60.43,57.4,31.98,4.58,83.15,4.22,0.0169,900.34,48,18,1.06,0,34.49,12
P1,2025-06-01,121.98,307.25,53.04,189.11,1862,2.561,4.38,1.583,17.2,8.02,64.26,75.36,66.11,61.25,57.74,33.1,4.49,81.91,4.31,0.0198,918.76,49,18,1.118,0,35.79,11
P1,2025-06-02,122.05,304.86,52.1,187.48,1845,2.371,4.186,1.525,17.14,8.05,64.32,76.24,64.79,61.01,56.24,31.97,4.41,82.57,4.23,0.016,936.34,50,18,1.115,0,34.78,10
P1,2025-06-03,122.53,303.18,52.91,189.11,1854,2.457,4.309,1.5,17.08,7.99,63.92,76.83,66.24,61.21,57.12,34.08,4.44,82.7,4.25,0.018,958.77,51,18,1.083,0,34.54,9
P1,2025-06-04,121.97,301.07,53.31,189.0,1843,2.658,4.337,1.546,17.41,8.19,65.78,76.25,66.13,61.4,57.38,33.5,4.36,81.48,4.16,0.0169,982.06,52,18,1.121,0,34.81,8
P1,2025-06-05,124.86,305.16,51.66,189.21,1854,2.636,4.495,1.672,17.33,8.15,64.58,76.96,66.66,61.47,57.15,33.11,4.52,81.07,4.26,0.0153,1001.31,53,18,1.268,1,35.84,7
P1,2025-06-06,123.9,306.2,51.29,190.08,1847,2.595,4.441,1.604,17.24,8.16,64.77,75.89,65.8,60.96,58.06,33.87,4.49,81.06,4.16,0.0171,1017.45,54,18,1.168,0,35.54,6
P1,2025-06-07,122.64,305.79,52.18,187.2,1840,2.672,4.591,1.696,17.46,8.19,66.11,76.73,66.05,61.86,58.3,33.88,4.5,80.84,4.32,0.0184,1038.6,55,18,1.224,0,35.96,5
P1,2025-06-08,122.46,305.76,51.71,189.6,1846,2.669,4.715,1.672,17.59,8.28,65.83,77.35,66.09,62.05,58.09,34.08,4.36,80.96,4.33,0.0178,1057.43,56,18,1.168,0,35.81,4
P1,2025-06-09,124.18,303.44,51.15,189.47,1857,2.563,4.644,1.725,17.43,8.32,67.51,77.14,66.15,61.66,58.41,32.96,4.34,79.91,4.23,0.0198,1077.67,57,18,1.163,0,35.38,3
P1,2025-06-10,123.75,303.99,51.36,189.36,1852,2.604,4.753,1.766,17.58,8.33,66.51,77.48,65.7,61.96,58.5,33.72,4.42,80.18,4.22,0.0217,1101.18,58,18,1.169,3,37.48,2
P1,2025-06-11,123.74,303.32,50.59,188.84,1865,2.806,4.823,1.747,17.62,8.33,65.9,77.4,67.12,60.94,57.58,32.44,4.35,79.08,4.24,0.0193,1117.48,59,19,1.289,2,37.26,1
P1,2025-06-12,119.96,313.13,52.05,184.36,1848,1.039,1.771,0.588,15.43,6.79,56.32,68.69,58.04,56.48,53.42,33.7,5.16,92.49,3.79,0.0087,29.81,1,18,0.301,1,29.32,66
P1,2025-06-13,119.63,314.39,51.49,183.89,1849,0.985,1.798,0.564,15.36,6.87,55.97,68.94,59.47,56.24,53.48,34.2,5.15,92.21,3.96,0.0077,52.2,2,18,0.264,1,28.73,65
P1,2025-06-14,118.88,315.85,51.61,182.71,1846,1.028,1.831,0.43,15.75,6.94,56.09,70.49,58.94,57.19,54.16,34.63,5.1,91.38,3.97,0.0062,72.4,3,18,0.267,0,28.73,64
P1,2025-06-15,119.64,311.91,51.76,184.11,1845,1.259,1.885,0.588,15.64,6.85,55.23,69.32,60.02,57.16,54.36,33.94,5.18,90.92,3.92,0.0086,87.53,4,19,0.275,0,29.03,63
P1,2025-06-16,119.32,310.85,51.13,184.24,1854,1.246,1.936,0.64,15.6,6.74,57.06,68.3,58.67,56.79,54.1,34.61,5.17,90.94,3.95,0.0055,101.75,5,19,0.309,0,28.34,62
P1,2025-06-17,119.02,312.09,51.37,183.78,1854,1.161,2.153,0.633,16.01,6.97,57.11,69.9,60.64,57.29,53.06,33.76,5.07,90.35,3.87,0.0084,122.86,6,19,0.253,0,28.71,61
P1,2025-06-18,120.87,310.71,50.46,186.09,1847,1.229,2.083,0.727,16.2,7.07,57.24,69.52,58.36,58.12,54.2,33.88,5.13,90.75,3.91,0.0081,144.98,7,19,0.302,0,29.51,60
P1,2025-06-19,119.93,313.93,50.86,185.14,1850,1.319,2.102,0.609,15.82,6.97,56.68,70.04,59.26,57.34,54.38,34.2,5.07,90.91,4.0,0.0074,167.02,8,19,0.406,0,29.11,59
P1,2025-06-20,120.25,311.35,51.03,183.31,1850,1.153,2.262,0.669,15.86,7.12,57.38,69.68,59.19,56.97,54.17,34.31,5.12,89.26,4.03,0.0087,189.43,9,19,0.291,0,29.62,58
P1,2025-06-21,119.54,309.07,51.27,183.61,1855,1.243,2.306,0.664,15.92,7.16,57.74,70.75,59.72,57.82,53.36,33.69,5.03,89.61,4.08,0.0077,212.23,10,19,0.285,0,29.19,57
P1,2025-06-22,119.78,312.87,49.62,185.2,1845,1.286,2.306,0.805,15.92,7.1,57.24,69.99,60.17,57.05,53.91,34.75,5.12,89.63,4.08,0.0101,227.05,11,19,0.385,0,30.23,56
P1,2025-06-23,119.05,312.46,50.33,184.72,1851,1.335,2.197,0.775,15.72,7.11,57.37,70.23,59.84,57.92,54.45,34.36,4.92,89.85,3.92,0.0079,246.49,12,19,0.328,0,29.65,55
P1,2025-06-24,119.37,309.68,50.95,183.44,1849,1.362,2.39,0.751,15.86,7.09,56.89,69.37,59.19,57.97,54.52,33.75,4.96,89.43,4.03,0.0092,269.28,13,19,0.407,0,29.83,54
P1,2025-06-25,119.45,309.8,51.05,182.82,1836,1.362,2.468,0.828,16.15,7.18,57.75,68.17,58.6,58.52,54.32,33.76,4.94,88.81,3.96,0.0099,289.24,14,19,0.376,0,30.08,53
P1,2025-06-26,119.69,311.89,50.87,185.3,1851,1.421,2.557,0.852,16.03,7.23,59.01,70.53,60.07,58.53,54.11,33.91,4.95,88.65,4.01,0.0092,311.98,15,19,0.516,0,30.34,52
P1,2025-06-27,120.09,311.31,50.26,184.95,1839,1.472,2.721,0.813,16.19,7.27,57.64,70.41,60.21,58.81,55.27,33.41,4.98,89.23,4.1,0.011,333.88,16,19,0.523,0,29.6,51
P1,2025-06-28,120.1,310.94,50.28,186.22,1851,1.413,2.295,0.873,16.09,7.23,57.84,70.02,60.19,58.05,54.96,34.73,4.95,88.89,4.05,0.01,353.78,17,19,0.377,1,30.4,50
P1,2025-06-29,120.07,309.38,49.54,184.74,1854,1.544,2.706,0.916,15.99,7.25,57.53,71.69,61.03,58.85,56.24,33.43,4.95,88.58,4.0,0.0082,376.24,18,19,0.627,0,30.47,49
P1,2025-06-30,119.51,310.04,49.82,184.41,1859,1.477,2.6,0.874,16.12,7.27,58.35,70.23,60.56,57.79,55.68,33.45,4.87,88.95,4.07,0.0114,390.98,19,19,0.6,0,31.18,48
P1,2025-07-01,120.71,312.86,49.73,185.09,1848,1.421,2.624,0.926,16.43,7.32,57.89,69.02,60.85,57.78,54.59,32.83,4.81,88.03,3.98,0.0115,406.63,20,19,0.522,0,30.41,47
P1,2025-07-02,121.09,309.11,49.82,185.93,1845,1.58,2.811,0.945,16.14,7.23,59.67,70.02,59.95,58.44,54.92,32.88,4.88,87.36,4.05,0.0108,429.19,21,19,0.607,0,31.33,46
P1,2025-07-03,120.5,312.25,49.87,184.96,1841,1.592,2.842,0.958,16.18,7.26,58.25,72.38,60.43,58.54,56.19,34.08,4.91,87.08,4.05,0.0123,449.93,22,19,0.506,0,31.17,45
P1,2025-07-04,122.67,313.21,49.77,186.44,1848,1.646,2.822,0.873,16.36,7.27,58.35,70.79,60.94,57.76,55.36,34.3,4.89,87.64,4.05,0.0146,466.83,23,19,0.548,0,30.75,44
P1,2025-07-05,122.1,312.05,49.75,185.51,1859,1.558,2.789,0.947,16.18,7.42,59.04,72.59,60.11,58.87,55.56,32.82,4.82,87.35,4.17,0.0107,485.09,24,19,0.514,0,31.03,43
P1,2025-07-06,120.18,309.68,49.87,185.67,1854,1.641,2.835,0.979,16.31,7.38,58.22,71.81,61.28,58.53,55.07,33.66,4.83,86.75,4.06,0.0115,505.85,25,19,0.678,0,31.12,42
P1,2025-07-07,120.42,309.11,50.36,184.2,1841,1.768,2.91,1.073,16.07,7.44,59.96,71.51,62.02,58.87,55.62,34.19,4.87,86.26,4.14,0.0108,522.9,26,20,0.674,0,31.94,41
P1,2025-07-08,122.32,311.58,48.12,186.39,1851,1.748,3.123,1.071,16.44,7.48,59.65,71.8,61.63,59.04,55.36,34.26,4.82,86.94,4.07,0.0133,540.15,27,20,0.629,0,31.74,40
P1,2025-07-09,121.7,310.49,49.95,186.5,1850,1.783,2.957,1.02,16.32,7.43,58.9,72.36,61.25,59.85,55.42,32.79,4.82,86.49,4.11,0.0125,562.95,28,20,0.602,0,31.74,39
P1,2025-07-10,120.87,310.06,49.63,186.46,1862,1.65,3.236,0.999,16.59,7.42,58.6,71.09,60.92,58.16,56.08,34.06,4.85,86.22,4.09,0.0116,580.5,29,20,0.609,0,32.17,38
P1,2025-07-11,122.73,307.62,50.3,187.72,1844,1.76,3.002,1.03,16.53,7.44,59.66,71.87,61.01,59.3,55.34,33.6,4.77,86.19,4.08,0.0122,603.78,30,21,0.656,0,31.6,37
P1,2025-07-12,123.92,308.72,49.44,187.28,1843,1.728,3.075,1.118,16.41,7.56,58.98,72.74,61.57,59.05,56.53,33.95,4.72,86.25,4.19,0.0112,624.15,31,21,0.651,0,31.39,36
P1,2025-07-13,121.49,305.24,50.31,185.21,1850,1.812,3.375,1.205,16.73,7.64,59.38,71.36,61.95,59.47,56.07,31.94,4.82,86.25,4.12,0.013,639.29,32,21,0.777,1,33.38,35
P1,2025-07-14,121.65,309.99,50.12,186.35,1851,1.892,3.313,1.083,16.68,7.62,60.69,71.83,61.39,59.52,55.51,33.26,4.8,85.91,4.13,0.0124,653.73,33,21,0.762,0,32.84,34
P1,2025-07-15,122.1,306.13,50.3,187.54,1855,1.943,3.302,1.258,16.59,7.49,61.03,72.5,61.02,59.8,56.24,33.87,4.72,85.42,4.04,0.0106,674.15,34,21,0.802,0,32.31,33
P1,2025-07-16,120.47,306.73,50.52,186.47,1844,1.919,3.502,1.161,16.85,7.53,61.17,73.18,61.53,59.88,56.04,33.03,4.74,85.98,4.19,0.0145,696.64,35,22,0.747,1,32.78,32
P1,2025-07-17,121.59,304.76,50.65,186.03,1849,2.009,3.512,1.178,16.9,7.7,60.45,73.08,61.97,58.96,56.14,32.38,4.85,84.44,4.13,0.0132,716.79,36,22,0.791,0,33.02,31
P1,2025-07-18,121.77,304.51,50.2,186.28,1847,1.996,3.565,1.206,16.73,7.69,60.03,71.55,62.15,60.02,55.87,32.51,4.57,84.57,4.13,0.0129,733.62,37,22,0.779,0,32.34,30
P1,2025-07-19,121.41,308.64,50.28,187.29,1849,2.027,3.419,1.164,16.83,7.71,60.24,72.42,62.52,59.14,55.66,32.28,4.68,84.13,4.06,0.0142,755.15,38,22,0.738,0,32.14,29
P1,2025-07-20,122.1,307.0,50.57,187.1,1845,1.99,3.439,1.186,16.8,7.81,60.61,72.87,61.91,59.61,55.8,32.44,4.72,83.69,4.24,0.013,774.1,39,22,0.807,0,32.77,28
P1,2025-07-21,122.94,309.06,50.64,188.63,1849,2.069,3.602,1.259,16.77,7.61,61.41,71.91,62.98,59.28,55.98,32.05,4.67,83.7,4.14,0.0133,788.26,40,22,0.844,1,33.92,27
P1,2025-07-22,121.81,302.18,50.08,187.25,1844,2.056,3.71,1.309,16.8,7.76,61.67,72.49,62.05,59.23,55.88,32.87,4.64,83.25,4.14,0.0153,803.2,41,22,0.843,1,34.22,26
P1,2025-07-23,121.38,305.79,50.4,187.51,1863,2.188,3.685,1.274,16.72,7.91,61.17,73.25,62.5,60.68,55.51,31.69,4.67,83.08,4.15,0.0133,826.74,42,22,0.949,0,33.18,25
P1,2025-07-24,122.67,307.84,50.61,189.0,1855,2.067,3.722,1.21,16.99,8.03,62.18,73.58,63.12,60.85,56.6,32.43,4.66,82.98,4.16,0.0144,846.22,43,22,0.877,0,34.36,24
P1,2025-07-25,122.91,306.5,50.77,188.35,1842,2.215,3.75,1.323,16.99,7.88,62.08,73.83,62.46,60.44,56.11,32.4,4.65,82.54,4.2,0.017,869.67,44,22,0.903,0,33.36,23
P1,2025-07-26,122.7,306.82,51.04,188.75,1856,2.171,4.031,1.404,17.08,7.98,61.41,73.54,63.47,60.65,56.5,31.38,4.71,83.25,4.19,0.0155,887.05,45,22,0.945,0,33.84,22
P1,2025-07-27,124.18,305.08,50.66,190.47,1852,2.187,3.766,1.315,17.05,7.94,60.9,71.4,62.45,59.88,56.25,31.52,4.63,82.95,4.19,0.0137,902.05,46,22,0.986,0,34.21,21
P1,2025-07-28,122.16,306.07,51.17,187.83,1850,2.246,4.123,1.425,17.21,7.9,62.72,74.78,63.22,60.43,56.99,33.51,4.6,81.56,4.25,0.0153,919.16,47,22,0.962,0,34.26,20
P1,2025-07-29,123.09,307.29,50.64,190.38,1851,2.259,4.019,1.354,17.11,7.88,62.21,73.31,63.06,60.5,55.39,31.99,4.61,80.81,4.21,0.015,942.88,48,22,0.955,0,35.68,19
P1,2025-07-30,122.28,306.84,51.3,187.56,1843,2.403,4.074,1.372,17.28,7.98,61.47,74.39,63.42,60.85,55.99,30.29,4.68,81.12,4.18,0.0157,963.3,49,22,0.997,0,35.19,18
P1,2025-07-31,121.55,306.38,51.96,188.03,1855,2.448,4.131,1.491,16.88,8.01,61.84,74.14,63.21,60.19,56.41,30.76,4.63,81.02,4.26,0.0142,980.93,50,22,1.014,0,34.84,17
P1,2025-08-01,122.67,304.96,52.29,187.03,1846,2.385,4.01,1.466,16.99,8.05,62.15,73.43,64.24,60.56,56.04,29.37,4.52,80.62,4.19,0.0178,999.45,51,22,0.976,0,35.12,16
P1,2025-08-02,122.58,303.86,52.05,188.62,1859,2.513,4.15,1.472,17.18,8.09,63.34,74.65,64.63,62.14,56.44,31.01,4.49,80.36,4.29,0.0147,1023.01,52,22,1.011,0,34.39,15
P1,2025-08-03,123.59,302.29,51.5,190.04,1840,2.303,4.243,1.481,17.34,8.04,63.31,72.79,64.65,60.99,57.25,29.88,4.58,79.3,4.27,0.0166,1042.58,53,22,1.058,1,35.63,14
P1,2025-08-04,122.3,308.84,51.47,189.14,1855,2.477,4.111,1.517,17.17,7.86,62.38,73.0,63.33,60.79,57.06,30.22,4.54,79.49,4.2,0.0165,1060.46,54,22,1.077,0,35.01,13
P1,2025-08-05,122.59,307.19,52.41,190.12,1854,2.486,4.086,1.571,17.29,8.05,63.31,73.55,64.95,60.89,57.61,31.78,4.44,79.54,4.27,0.0211,1074.99,55,22,1.078,0,34.32,12
P1,2025-08-06,122.12,304.77,51.67,188.85,1845,2.449,4.297,1.514,17.13,8.07,63.67,75.43,64.53,61.45,57.02,30.91,4.56,79.71,4.26,0.0203,1098.11,56,22,1.105,0,36.18,11
P1,2025-08-07,121.96,307.45,52.19,189.7,1853,2.6,4.447,1.567,17.38,8.15,63.31,75.02,64.74,61.12,57.48,30.58,4.53,78.92,4.24,0.0176,1113.47,57,22,1.158,0,34.34,10
P1,2025-08-08,124.08,305.61,51.57,189.36,1857,2.544,4.69,1.648,17.44,8.27,63.6,75.23,63.89,61.63,58.37,31.69,4.45,78.25,4.21,0.0186,1134.65,58,22,1.183,1,35.56,9
P1,2025-08-09,123.35,303.55,52.46,189.3,1853,2.567,4.524,1.524,17.21,8.2,63.33,75.75,64.1,61.14,57.35,30.12,4.48,77.6,4.18,0.0198,1153.43,59,23,1.181,1,36.57,8
P1,2025-08-10,124.71,302.33,52.76,190.64,1842,2.65,4.62,1.656,17.52,8.22,64.17,75.32,65.33,61.3,56.75,29.15,4.44,78.26,4.2,0.0171,1175.66,60,23,1.243,1,35.9,7
P1,2025-08-11,122.09,304.99,52.8,188.72,1854,2.672,4.63,1.713,17.3,8.09,63.01,73.94,64.66,60.81,56.52,30.42,4.42,78.04,4.23,0.0161,1193.62,61,23,1.261,0,35.07,6
P1,2025-08-12,123.48,303.99,52.56,190.03,1847,2.593,4.612,1.613,17.42,8.17,63.73,75.31,65.26,61.88,56.92,29.77,4.41,77.42,4.25,0.0182,1210.96,62,23,1.098,0,36.03,5
P1,2025-08-13,124.04,301.79,52.75,190.66,1858,2.593,4.628,1.522,17.32,8.27,64.92,75.18,65.76,62.23,57.57,30.92,4.41,77.51,4.29,0.0201,1232.93,63,23,1.231,1,36.74,4
P1,2025-08-14,123.06,301.7,53.02,188.59,1850,2.756,4.756,1.713,17.76,8.39,64.22,76.68,65.25,62.66,57.83,31.86,4.45,76.17,4.29,0.0199,1256.1,64,23,1.254,1,37.01,3
P1,2025-08-15,123.77,304.42,52.73,189.72,1856,2.742,4.862,1.681,17.61,8.23,64.96,75.59,66.76,61.41,57.85,31.68,4.42,77.19,4.28,0.0217,1275.38,65,23,1.298,0,36.12,2
P1,2025-08-16,122.75,304.91,52.98,189.47,1839,2.778,4.737,1.727,17.75,8.29,64.84,75.51,65.97,62.64,57.19,29.85,4.37,76.11,4.32,0.0185,1295.16,66,23,1.167,0,36.02,1
P1,2025-08-17,118.74,311.39,52.84,183.39,1844,1.158,2.038,0.525,15.34,6.74,54.57,66.28,57.24,57.34,52.54,29.01,5.17,91.4,3.97,0.0145,36.98,1,23,0.222,0,28.47,43
P1,2025-08-18,118.0,315.13,52.85,183.24,1848,1.235,2.105,0.66,15.61,7.04,55.07,66.52,56.71,56.69,52.9,29.19,5.18,90.9,3.99,0.013,52.1,2,23,0.231,0,28.16,42
P1,2025-08-19,117.86,314.36,52.99,183.27,1846,1.111,2.085,0.602,15.61,6.9,54.84,67.77,56.92,57.15,54.15,30.68,5.13,91.43,4.0,0.0152,74.04,3,23,0.21,0,28.67,41
P1,2025-08-20,118.96,314.32,53.83,185.13,1854,1.18,2.032,0.573,15.9,7.0,54.57,66.4,56.86,56.82,53.7,29.81,5.05,90.56,3.96,0.0153,95.53,4,23,0.286,1,29.81,40
P1,2025-08-21,119.59,312.65,52.87,184.78,1859,1.136,2.059,0.685,15.83,7.09,54.92,66.08,57.73,56.28,54.06,29.43,5.07,91.21,3.94,0.0127,111.74,5,23,0.294,0,28.38,39
P1,2025-08-22,119.66,312.2,52.6,183.81,1852,1.151,2.221,0.711,15.66,7.02,55.35,67.7,57.13,56.9,53.36,30.03,5.13,90.16,3.9,0.0126,128.35,6,23,0.368,0,28.98,38
P1,2025-08-23,120.1,311.83,53.08,184.56,1848,1.363,2.423,0.743,16.02,7.04,55.9,66.95,58.15,57.55,53.81,29.46,5.01,90.14,4.04,0.0161,144.29,7,23,0.463,0,29.47,37
P1,2025-08-24,119.08,312.37,53.63,186.18,1847,1.352,2.5,0.635,15.99,7.15,55.73,68.33,58.08,57.49,52.84,29.57,4.97,89.69,4.09,0.0164,163.79,8,23,0.473,0,29.32,36
P1,2025-08-25,120.95,311.13,52.95,186.89,1854,1.349,2.541,0.798,16.21,7.15,55.2,67.7,59.96,57.31,54.0,30.0,5.03,90.48,4.04,0.0167,178.5,9,23,0.469,0,30.39,35
P1,2025-08-26,120.3,311.31,54.85,185.74,1862,1.448,2.493,0.819,16.12,7.27,56.34,68.19,58.88,59.04,54.28,30.36,4.98,88.9,4.06,0.0182,201.7,10,23,0.454,0,29.5,34
P1,2025-08-27,118.31,312.63,53.43,183.54,1845,1.461,2.415,0.963,16.29,7.12,57.43,68.43,57.59,58.94,54.26,29.82,4.93,89.08,4.17,0.0172,224.44,11,23,0.419,0,30.02,33
P1,2025-08-28,119.15,309.91,54.51,187.52,1842,1.556,2.837,0.799,15.92,7.22,56.02,68.49,59.84,58.5,54.75,29.78,4.99,89.36,3.93,0.017,246.48,12,23,0.463,0,31.52,32
P1,2025-08-29,120.02,310.87,53.14,185.47,1848,1.464,2.803,0.887,16.11,7.27,57.04,68.44,59.51,58.18,53.43,28.46,4.97,88.66,4.07,0.0169,266.7,13,23,0.581,0,30.12,31
P1,2025-08-30,120.55,311.01,53.88,185.68,1841,1.601,2.674,0.988,16.06,7.25,56.71,68.38,59.22,58.52,53.86,28.8,5.0,88.19,4.03,0.0168,284.33,14,23,0.537,0,30.92,30
P1,2025-08-31,120.75,308.98,53.53,186.7,1855,1.543,2.875,0.945,16.16,7.23,56.67,68.36,58.88,58.44,54.83,28.85,4.95,88.06,4.02,0.0171,303.24,15,23,0.621,1,32.34,29
P1,2025-09-01,119.75,310.41,53.71,187.03,1852,1.674,2.952,0.985,16.23,7.34,59.03,70.01,59.74,58.59,54.65,29.22,4.82,87.81,4.11,0.0168,325.64,16,23,0.598,0,30.31,28
P1,2025-09-02,121.3,306.88,54.03,188.51,1849,1.719,3.169,1.028,16.39,7.55,56.95,69.52,59.29,59.05,54.47,28.08,4.87,88.24,4.11,0.0176,345.66,17,23,0.634,0,30.18,27
P1,2025-09-03,120.04,311.1,54.2,185.59,1849,1.74,2.969,1.011,16.3,7.36,56.82,69.2,60.09,58.17,54.87,28.8,4.84,88.23,4.01,0.0169,360.79,18,23,0.639,0,31.21,26
P1,2025-09-04,120.07,311.29,54.11,187.33,1849,1.752,3.301,0.983,16.41,7.5,59.29,69.41,60.24,59.64,55.1,29.89,4.9,88.13,4.11,0.0157,382.66,19,23,0.663,0,32.24,25
P1,2025-09-05,120.24,311.37,54.32,187.48,1854,1.704,3.192,1.116,16.52,7.51,58.27,68.74,61.29,58.43,55.4,30.08,4.85,87.65,4.1,0.0165,397.0,20,24,0.771,0,32.84,24
